player_id,first_seen,last_seen,total_sessions,total_playtime_hours,avg_session_duration_minutes,total_revenue_usd,total_events,age,gender,location,game_genre,game_difficulty,play_time_hours_per_week,in_game_purchases,sessions_per_week,player_level,achievements_unlocked,engagement_level,days_since_last_seen,account_age_days,purchase_flag,revenue_per_session,events_per_session,at_risk,anomaly_prediction,anomaly_score,is_anomaly
P0000673,2026-04-12,2026-08-29,238,249.5,62.9,21.7,4086,22,Female,South America,Action,Hard,11.53,4,11,54,36,Medium,12,139,1,0.0911764705882352,17.168067226890756,0,1,0.17530331878828742,0
P0000674,2026-05-13,2026-08-26,243,349.23,86.23,86.36,3432,16,Male,Oceania,Strategy,Medium,20.12,8,14,65,22,Medium,15,105,1,0.3553909465020576,14.123456790123456,1,1,0.16585950083089945,0
P0000675,2025-01-30,2026-08-31,1318,1745.03,79.44,229.33,17225,36,Female,North America,RPG,Medium,19.86,49,15,86,42,Medium,10,578,1,0.1739984825493171,13.069044006069802,0,1,0.1813208545376337,0
P0000676,2026-07-14,2026-08-25,66,76.26,69.33,13.1,1789,31,Female,Asia,Strategy,Hard,13.87,2,12,54,5,Medium,16,42,1,0.1984848484848485,27.10606060606061,1,1,0.10401880798154794,0
P0000677,2024-05-24,2026-09-06,1371,1323.47,57.92,424.84,24783,49,Female,North America,RPG,Easy,11.58,52,12,76,53,Medium,4,835,1,0.3098760029175784,18.076586433260395,0,1,0.1454309560906722,0
P0000678,2024-11-09,2026-08-12,881,1332.37,90.74,124.01,15930,32,Female,Asia,RPG,Easy,15.12,19,10,79,53,Medium,29,641,1,0.1407604994324631,18.081725312145288,1,1,0.18149182773483252,0
P0000679,2025-02-28,2026-08-01,1353,3000.73,133.07,381.97,39355,31,Female,Europe,Simulation,Hard,42.14,52,19,87,66,High,40,519,1,0.2823133776792313,29.08721359940872,1,1,0.009815034094503017,0
P0000680,2026-01-15,2026-09-09,395,596.12,90.55,79.51,8346,26,Female,South America,Action,Easy,19.62,16,13,80,35,High,1,237,1,0.2012911392405063,21.129113924050632,0,1,0.18614566365594848,0
P0000681,2026-02-07,2026-09-09,431,659.14,91.76,45.67,7395,35,Non-binary,Europe,Puzzle,Medium,21.41,12,14,72,56,Medium,1,214,1,0.1059628770301624,17.157772621809745,0,1,0.16691994842289942,0
P0000682,2024-04-04,2026-07-25,359,289.89,48.45,50.54,5077,34,Non-binary,Europe,Adventure,Easy,2.42,8,3,65,43,Low,47,842,1,0.1407799442896936,14.142061281337048,1,1,0.13472237656471853,0
P0000683,2024-10-30,2026-08-31,1192,1308.82,65.88,396.21,25096,39,Male,South America,Strategy,Easy,13.18,30,12,81,34,Medium,10,670,1,0.3323909395973154,21.053691275167782,0,1,0.16825194675803357,0
P0000684,2025-08-07,2026-08-31,792,860.24,65.17,76.99,5606,23,Female,North America,RPG,Hard,13.03,19,12,64,43,Medium,10,389,1,0.0972095959595959,7.078282828282828,0,1,0.19191608427919382,0
P0000685,2026-01-13,2026-09-01,406,655.76,96.91,95.66,6971,24,Female,North America,Puzzle,Easy,24.23,17,15,74,52,High,9,231,1,0.235615763546798,17.169950738916256,0,1,0.16058454734784766,0
P0000686,2025-08-30,2026-08-27,292,152.28,31.29,14.52,4410,24,Male,Europe,Puzzle,Medium,2.61,3,5,56,27,Low,14,362,1,0.0497260273972602,15.102739726027398,1,1,0.16038238888244405,0
P0000687,2025-10-05,2026-09-10,280,272.67,58.43,23.24,6452,35,Female,Asia,RPG,Medium,5.84,1,6,57,11,Low,0,340,1,0.0829999999999999,23.042857142857144,0,1,0.13794664610526836,0
P0000688,2025-02-16,2026-09-08,819,813.95,59.63,215.63,15601,41,Female,North America,Action,Medium,11.93,19,12,85,21,Medium,2,569,1,0.2632844932844932,19.04884004884005,0,1,0.16011237173021337,0
P0000689,2025-11-15,2026-09-08,817,1152.65,84.65,114.79,22143,24,Female,Asia,Puzzle,Hard,23.98,27,17,86,57,High,2,297,1,0.1405018359853121,27.10281517747858,0,1,0.15650909451378114,0
P0000690,2024-05-11,2026-08-30,1224,981.04,48.09,33.79,8644,24,Male,Europe,Sports,Medium,8.02,30,10,78,46,Medium,11,841,1,0.0276062091503267,7.062091503267974,0,1,0.1871089450196463,0
P0000691,2026-06-26,2026-09-05,113,115.98,61.58,8.49,1287,31,Male,Asia,Simulation,Medium,12.32,1,12,54,43,Medium,5,71,1,0.0751327433628318,11.389380530973453,0,1,0.1562589992054667,0
P0000692,2024-08-04,2026-08-09,1150,1422.36,74.21,156.31,18486,26,Male,Oceania,Strategy,Medium,14.84,38,12,88,48,Medium,32,735,1,0.1359217391304348,16.074782608695653,1,1,0.18836637917041754,0
P0000693,2026-08-21,2026-08-28,6,4.83,48.31,0.0,202,37,Female,Europe,Adventure,Easy,4.83,0,6,26,22,Low,13,7,0,0.0,33.666666666666664,0,1,0.08112987688767026,0
P0000694,2026-01-16,2026-09-06,632,710.79,67.48,101.81,7662,13,Female,Asia,RPG,Medium,17.99,26,16,72,52,High,4,233,1,0.1610917721518987,12.123417721518988,0,1,0.16190749203663057,0
P0000695,2023-11-17,2026-08-31,2527,4436.99,105.35,1834.88,65879,21,Female,Europe,RPG,Hard,35.12,122,20,94,55,High,10,1018,1,0.7261100118717848,26.070043529877324,0,-1,-0.0697797457692344,1
P0000696,2024-05-23,2026-09-09,1445,2273.47,94.4,384.65,43422,21,Male,North America,Simulation,Hard,23.6,49,15,89,23,Medium,1,839,1,0.2661937716262975,30.049826989619376,0,1,0.09977644861296009,0
P0000697,2023-09-29,2026-09-09,900,761.55,50.77,32.27,27028,13,Male,South America,RPG,Easy,4.23,8,5,71,20,Low,1,1076,1,0.0358555555555555,30.031111111111112,0,1,0.11526384523812544,0
P0000698,2025-02-25,2026-08-11,799,1109.41,83.31,160.52,20047,19,Female,Oceania,RPG,Hard,12.5,25,9,91,47,Medium,30,532,1,0.20090112640801,25.090112640801003,1,1,0.16325315599330653,0
P0000699,2026-03-31,2026-09-10,361,404.8,67.28,85.56,9426,20,Female,South America,Sports,Hard,16.82,13,15,71,27,Medium,0,163,1,0.2370083102493075,26.110803324099724,0,1,0.17635752014881506,0
P0000700,2023-09-24,2026-09-10,1021,481.74,28.31,261.37,25595,26,Female,Africa,Sports,Hard,2.83,25,6,67,45,Low,0,1082,1,0.2559941234084231,25.068560235063664,0,1,0.08299824800897726,0
P0000701,2024-05-27,2026-08-26,572,506.41,53.12,98.95,9190,38,Male,Europe,Puzzle,Hard,4.43,14,5,92,24,Low,15,821,1,0.1729895104895105,16.066433566433567,1,1,0.1206767243447684,0
P0000702,2025-02-14,2026-09-06,266,179.77,40.55,15.87,1624,26,Male,Asia,RPG,Hard,2.7,2,4,56,26,Low,4,569,1,0.0596616541353383,6.105263157894737,0,1,0.1562705154500938,0
P0000703,2024-05-18,2026-09-03,1712,2833.65,99.31,263.08,18966,19,Female,North America,Strategy,Easy,26.48,72,16,94,62,High,7,838,1,0.1536682242990654,11.078271028037385,0,1,0.12993600953703133,0
P0000704,2025-10-22,2026-09-09,477,590.13,74.23,33.14,6263,27,Female,Middle East,Strategy,Medium,11.13,4,9,69,58,Low,1,322,1,0.0694758909853249,13.129979035639414,0,1,0.17651453603702771,0
P0000705,2024-04-26,2026-08-15,1645,2983.48,108.82,59.62,49470,37,Male,Asia,RPG,Hard,23.58,52,13,87,68,High,26,841,1,0.0362431610942249,30.07294832826748,1,1,0.07693344746213926,0
P0000706,2024-05-26,2026-09-10,2024,3402.34,100.86,1126.98,16350,19,Female,Europe,Action,Medium,28.58,88,17,93,70,High,0,837,1,0.556808300395257,8.078063241106719,0,1,0.04789419563946595,0
P0000707,2026-03-30,2026-08-27,155,112.81,43.67,4.15,2352,20,Female,South America,Sports,Medium,4.37,1,6,54,26,Low,14,150,1,0.026774193548387,15.174193548387096,1,1,0.16781642348991427,0
P0000708,2026-07-27,2026-09-08,37,12.94,20.99,0.0,391,33,Female,Asia,RPG,Medium,2.1,0,6,30,21,Low,2,43,0,0.0,10.567567567567568,0,1,0.08383286397144518,0
P0000709,2024-02-24,2026-09-08,961,148.63,9.28,76.7,24081,26,Male,Africa,Strategy,Easy,1.24,13,8,57,43,Low,2,927,1,0.0798126951092611,25.0582726326743,0,1,0.07496949704216371,0
P0000710,2024-07-04,2026-09-10,692,753.01,65.29,35.75,12523,34,Male,Asia,Action,Hard,7.62,21,7,79,46,Low,0,798,1,0.0516618497109826,18.096820809248555,0,1,0.18390462636698074,0
P0000711,2025-10-14,2026-09-08,699,1189.7,102.12,75.11,9876,28,Non-binary,Oceania,RPG,Medium,27.23,34,16,85,56,High,2,329,1,0.107453505007153,14.128755364806867,0,1,0.14505954601746524,0
P0000712,2025-01-17,2026-09-07,714,703.65,59.13,160.66,7218,34,Non-binary,Asia,Action,Medium,7.88,17,8,90,61,Medium,3,598,1,0.2250140056022408,10.109243697478991,0,1,0.13236453277887555,0
P0000713,2026-07-27,2026-08-31,17,9.62,33.97,0.0,405,19,Non-binary,Asia,Sports,Easy,1.7,0,3,33,31,Low,10,35,0,0.0,23.823529411764707,0,1,0.09444259767019464,0
P0000714,2026-02-18,2026-09-10,446,687.66,92.51,44.94,11187,28,Female,Asia,Strategy,Hard,20.04,16,13,72,21,Medium,0,204,1,0.100762331838565,25.08295964125561,0,1,0.17373344140931768,0
P0000715,2026-05-24,2026-09-02,118,108.01,54.92,7.64,3335,26,Male,North America,Adventure,Medium,7.32,1,8,49,30,Low,8,101,1,0.0647457627118644,28.26271186440678,0,1,0.16779842830004227,0
P0000716,2026-08-01,2026-09-07,98,171.24,104.84,31.59,1887,17,Male,North America,RPG,Hard,34.95,4,20,62,21,High,3,37,1,0.3223469387755102,19.255102040816325,0,1,0.04874065703979513,0
P0000717,2026-04-01,2026-09-05,286,438.63,92.02,26.76,7167,14,Male,Middle East,Adventure,Medium,16.87,6,11,67,11,Medium,5,157,1,0.0935664335664335,25.05944055944056,0,1,0.1285361190949681,0
P0000718,2026-07-08,2026-09-07,81,82.74,61.29,22.23,2370,34,Non-binary,Africa,Adventure,Hard,8.17,2,8,46,19,Low,3,61,1,0.2744444444444444,29.25925925925926,0,1,0.1524776487288198,0
P0000719,2023-11-10,2026-09-10,1898,1981.2,62.63,143.68,39962,25,Male,Africa,Adventure,Medium,12.53,51,12,78,53,Medium,0,1035,1,0.0757007376185458,21.054794520547944,0,1,0.15383460269806032,0
P0000720,2026-05-31,2026-09-06,267,466.72,104.88,39.56,6738,19,Female,North America,Adventure,Hard,27.97,10,16,68,53,High,4,98,1,0.1481647940074906,25.235955056179776,0,1,0.12770888312374656,0
P0000721,2026-04-07,2026-09-06,207,324.51,94.06,14.93,4811,27,Female,Europe,Action,Medium,15.68,4,10,57,46,Medium,4,152,1,0.0721256038647343,23.24154589371981,0,1,0.14653627154298488,0
P0000722,2025-03-18,2026-08-30,877,1135.13,77.66,499.99,15869,38,Prefer not to say,Oceania,Strategy,Easy,14.24,25,11,82,58,Medium,11,530,1,0.5701140250855188,18.09464082098061,0,1,0.14839655688169112,0
P0000723,2024-11-14,2026-08-25,1087,1602.78,88.47,65.67,28320,13,Non-binary,North America,Simulation,Medium,17.69,24,12,76,34,Medium,16,649,1,0.0604139834406623,26.05335786568537,1,1,0.17431121829139595,0
P0000724,2024-07-23,2026-09-09,1465,1296.04,53.08,326.72,16214,15,Female,Europe,RPG,Hard,10.62,35,12,84,64,Medium,1,778,1,0.2230170648464164,11.067576791808872,0,1,0.14541801495434892,0
P0000725,2026-05-14,2026-08-03,91,83.45,55.02,23.2,764,20,Female,Europe,Sports,Medium,8.25,2,9,57,34,Medium,38,81,1,0.2549450549450549,8.395604395604396,1,1,0.17687304019209027,0
P0000726,2026-04-05,2026-09-09,285,272.65,57.4,27.09,8323,41,Prefer not to say,Oceania,Sports,Medium,10.52,6,11,62,52,Medium,1,157,1,0.0950526315789473,29.203508771929823,0,1,0.17637444264985264,0
P0000727,2026-08-10,2026-09-04,94,161.38,103.01,20.89,2102,31,Male,Asia,Action,Easy,37.77,5,22,47,29,High,6,25,1,0.2222340425531914,22.361702127659573,0,1,0.010397071231647903,0
P0000728,2026-03-08,2026-08-30,80,55.07,41.3,58.11,2347,35,Male,Europe,Action,Hard,2.06,3,3,54,24,Low,11,175,1,0.726375,29.3375,0,1,0.14031907458433646,0
P0000729,2026-02-02,2026-09-02,160,69.84,26.19,5.25,4015,18,Non-binary,Asia,Sports,Medium,2.62,1,6,48,14,Low,8,212,1,0.0328125,25.09375,0,1,0.12892752464809532,0
P0000730,2024-03-30,2026-09-01,2318,3491.68,90.38,785.74,65056,18,Female,North America,Sports,Medium,25.61,95,17,95,57,High,9,885,1,0.3389732528041415,28.0655737704918,0,1,0.02893205793805187,0
P0000731,2024-11-26,2026-09-05,1346,1909.3,85.11,279.77,36417,32,Female,Asia,Adventure,Medium,19.86,32,14,78,43,Medium,5,648,1,0.207852897473997,27.05572065378901,0,1,0.1600843883647754,0
P0000732,2025-12-24,2026-08-23,279,327.08,70.34,30.43,6189,29,Male,Asia,Simulation,Medium,11.72,8,10,73,43,Low,18,242,1,0.1090681003584229,22.18279569892473,1,1,0.19976426053606872,0
P0000733,2026-04-22,2026-09-09,184,219.3,71.51,13.86,4617,33,Female,Asia,Action,Medium,11.92,5,10,49,12,Low,1,140,1,0.0753260869565217,25.092391304347824,0,1,0.12525950233567623,0
P0000734,2024-03-15,2026-09-06,856,406.46,28.49,34.79,16296,26,Non-binary,Europe,Action,Easy,3.8,11,8,60,21,Low,4,905,1,0.0406425233644859,19.03738317757009,0,1,0.1426933296733488,0
P0000735,2024-07-17,2026-08-18,1531,2657.31,104.14,97.24,41429,31,Female,Europe,RPG,Hard,24.3,47,14,95,45,High,23,762,1,0.063514043109079,27.06009144350098,1,1,0.10347981720002308,0
P0000736,2026-05-17,2026-09-02,120,70.98,35.49,41.53,1584,29,Male,North America,RPG,Medium,5.32,4,9,42,20,Low,8,108,1,0.3460833333333333,13.2,0,1,0.12618468819504697,0
P0000737,2024-12-30,2026-09-03,408,225.42,33.15,10.35,2497,35,Female,Africa,Simulation,Medium,2.76,6,5,65,43,Low,7,612,1,0.0253676470588235,6.120098039215686,0,1,0.14909990319450234,0
P0000738,2024-03-05,2026-09-08,1831,1748.91,57.31,266.52,22056,35,Female,Europe,Sports,Medium,15.28,43,16,86,41,Medium,2,917,1,0.1455598033861277,12.04587657018023,0,1,0.15214780885313373,0
P0000739,2025-11-08,2026-09-04,458,583.19,76.4,238.69,6911,13,Female,Asia,Adventure,Medium,11.46,19,9,75,22,Medium,6,300,1,0.5211572052401746,15.089519650655022,0,1,0.1651303267780203,0
P0000740,2024-06-26,2026-08-24,1286,1421.46,66.32,35.55,19350,13,Male,Europe,RPG,Medium,14.37,34,13,87,26,Medium,17,789,1,0.0276438569206842,15.046656298600311,1,1,0.171376139494262,0
P0000741,2025-07-04,2026-09-09,932,1310.39,84.36,47.31,8456,37,Female,Middle East,Strategy,Medium,22.5,20,16,75,48,High,1,432,1,0.0507618025751073,9.07296137339056,0,1,0.17221794136528062,0
P0000742,2026-03-21,2026-09-06,224,269.43,72.17,18.08,6756,39,Male,South America,RPG,Hard,13.23,6,11,72,30,Medium,4,169,1,0.0807142857142857,30.160714285714285,0,1,0.19145602802030637,0
P0000743,2025-10-26,2026-08-28,157,80.31,30.69,9.61,2231,19,Male,North America,Action,Easy,1.53,1,3,49,32,Low,13,306,1,0.0612101910828025,14.210191082802549,0,1,0.1377273256181794,0
P0000744,2025-08-27,2026-09-01,860,1290.57,90.04,321.05,12973,13,Male,Asia,Action,Hard,24.01,32,16,84,41,High,9,370,1,0.3733139534883721,15.084883720930232,0,1,0.1675175964597404,0
P0000745,2026-07-16,2026-09-09,138,228.23,99.23,12.22,2671,29,Female,Asia,RPG,Hard,31.42,3,19,70,46,High,1,55,1,0.0885507246376811,19.35507246376812,0,1,0.09408169981049985,0
P0000746,2025-09-01,2026-09-04,808,1183.32,87.87,309.68,18671,36,Female,South America,RPG,Hard,20.5,26,14,80,61,Medium,6,368,1,0.3832673267326733,23.10767326732673,0,1,0.17349995706862947,0
P0000747,2023-10-17,2026-09-09,738,538.86,43.81,62.65,8185,44,Male,Middle East,Action,Easy,4.38,11,6,83,56,Low,1,1058,1,0.0848915989159891,11.09078590785908,0,1,0.13974713470164923,0
P0000748,2026-04-05,2026-09-06,212,240.58,68.09,32.86,2151,33,Male,Asia,Simulation,Medium,10.21,5,9,51,26,Medium,4,154,1,0.155,10.14622641509434,0,1,0.1668456748408808,0
P0000749,2026-08-15,2026-08-22,10,14.56,87.33,0.0,128,25,Male,Oceania,Sports,Hard,13.1,0,9,41,28,Low,19,7,0,0.0,12.8,1,1,0.11513722192062731,0
P0000750,2025-07-15,2026-09-10,149,120.86,48.67,10.65,3300,20,Male,Asia,Action,Hard,2.43,1,3,52,21,Low,0,422,1,0.0714765100671141,22.14765100671141,0,1,0.14390491437784897,0
P0000751,2023-10-22,2026-08-10,1832,3806.59,124.67,592.26,36756,28,Female,Europe,Simulation,Easy,27.01,67,13,86,49,High,31,1023,1,0.3232860262008734,20.063318777292576,1,1,0.08019305687893985,0
P0000752,2024-08-24,2026-09-10,883,540.98,36.76,128.03,18626,25,Male,Asia,Action,Hard,6.13,20,10,85,63,Low,0,747,1,0.1449943374858437,21.09399773499434,0,1,0.12734918004300844,0
P0000753,2025-02-18,2026-08-18,1570,2864.99,109.49,114.4,18971,19,Male,Asia,RPG,Hard,31.02,61,17,82,70,High,23,546,1,0.0728662420382165,12.08343949044586,1,1,0.10204725439218593,0
P0000754,2024-06-28,2026-09-04,1267,1589.03,75.25,359.63,10221,46,Prefer not to say,North America,Sports,Hard,12.54,37,10,77,48,Medium,6,798,1,0.283843725335438,8.067087608524073,0,1,0.178669063385276,0
P0000755,2026-08-17,2026-09-05,14,12.19,52.25,0.0,164,44,Male,Asia,RPG,Medium,4.35,0,5,35,10,Low,5,19,0,0.0,11.714285714285714,0,1,0.07800174369972535,0
P0000756,2026-01-20,2026-09-08,31,14.33,27.74,0.0,697,38,Female,North America,Simulation,Medium,0.46,0,1,36,15,Low,2,231,0,0.0,22.483870967741936,0,1,0.06933525709092403,0
P0000757,2024-02-28,2026-09-04,1558,2755.06,106.1,782.13,37501,20,Female,North America,RPG,Medium,22.99,62,13,87,47,High,6,919,1,0.5020089858793325,24.069961489088573,0,1,0.08856536280155136,0
P0000758,2024-07-08,2026-08-30,1690,2569.64,91.23,514.25,11934,36,Female,Oceania,Action,Medium,22.81,60,15,81,44,Medium,11,783,1,0.3042899408284024,7.061538461538461,0,1,0.15370885837264603,0
P0000759,2025-04-16,2026-09-03,685,597.89,52.37,123.7,9645,34,Female,North America,RPG,Hard,6.98,20,8,70,35,Low,7,505,1,0.1805839416058394,14.08029197080292,0,1,0.1927853100883028,0
P0000760,2025-11-12,2026-08-28,336,453.1,80.91,60.88,8771,32,Male,South America,Strategy,Medium,10.79,6,8,67,29,Low,13,289,1,0.1811904761904762,26.104166666666668,0,1,0.185652700503804,0
P0000761,2025-12-24,2026-09-08,169,67.26,23.88,6.81,1196,39,Female,Europe,Action,Easy,1.59,2,4,42,11,Low,2,258,1,0.0402958579881656,7.076923076923077,0,1,0.09847761832230395,0
P0000762,2026-07-13,2026-09-04,74,97.47,79.03,28.54,2162,34,Female,Asia,RPG,Hard,15.81,4,12,49,12,Medium,6,53,1,0.3856756756756757,29.216216216216218,0,1,0.11682233856817476,0
P0000763,2024-01-16,2026-09-09,1177,1479.69,75.43,248.39,16554,35,Male,Africa,Action,Medium,11.31,31,9,88,45,Medium,1,967,1,0.211036533559898,14.064570943075616,0,1,0.16841072295483644,0
P0000764,2026-01-29,2026-09-01,253,243.09,57.65,84.5,7107,34,Female,South America,RPG,Easy,8.65,6,9,65,17,Medium,9,215,1,0.3339920948616601,28.09090909090909,0,1,0.17599369465903208,0
P0000765,2024-03-30,2026-08-17,501,376.17,45.05,35.41,4056,31,Female,South America,Sports,Hard,3.75,9,5,70,39,Low,24,870,1,0.0706786427145708,8.095808383233534,1,1,0.15910847584443344,0
P0000766,2025-08-22,2026-08-25,381,334.39,52.66,25.42,10321,13,Female,Europe,Adventure,Hard,7.02,8,8,63,26,Low,16,368,1,0.0667191601049868,27.08923884514436,1,1,0.1878971843250673,0
P0000767,2023-12-18,2026-08-15,626,492.24,47.18,88.94,3820,29,Female,Europe,Adventure,Hard,3.93,9,5,64,55,Low,26,971,1,0.1420766773162939,6.10223642172524,1,1,0.13431312362236192,0
P0000768,2026-07-20,2026-08-29,37,21.71,35.2,4.76,633,23,Male,Asia,Sports,Medium,4.11,1,7,44,40,Low,12,40,1,0.1286486486486486,17.10810810810811,0,1,0.13923613502184917,0
P0000769,2025-02-14,2026-09-06,65,57.34,52.93,8.58,546,16,Female,Asia,Adventure,Medium,0.88,3,1,42,23,Low,4,569,1,0.132,8.4,0,1,0.09145528732146935,0
P0000770,2026-05-16,2026-08-26,50,31.17,37.4,7.32,667,43,Non-binary,South America,RPG,Easy,2.49,1,4,33,16,Low,15,102,1,0.1464,13.34,1,1,0.09568273358533225,0
P0000771,2026-08-26,2026-09-10,8,5.67,42.56,29.17,243,44,Female,Asia,Simulation,Easy,2.84,1,4,24,10,Low,0,15,1,3.64625,30.375,0,1,0.04465439335669741,0
P0000772,2025-08-07,2026-08-31,231,247.86,64.38,17.08,5110,40,Male,North America,Simulation,Medium,4.29,2,4,62,26,Low,10,389,1,0.0739393939393939,22.12121212121212,0,1,0.15575598654507988,0
P0000773,2024-10-07,2026-08-09,1170,1344.33,68.94,105.44,10588,30,Female,Europe,Adventure,Medium,14.94,38,13,77,20,Medium,32,671,1,0.0901196581196581,9.04957264957265,1,1,0.17942641124543574,0
P0000774,2023-12-01,2026-09-09,2212,2729.98,74.05,287.61,13377,40,Female,Africa,Simulation,Medium,18.51,75,15,83,30,Medium,1,1013,1,0.1300226039783001,6.04746835443038,0,1,0.17360520451578276,0
P0000775,2026-03-17,2026-09-02,275,318.77,69.55,38.79,4424,28,Male,Asia,Adventure,Easy,13.91,12,12,59,12,Medium,8,169,1,0.1410545454545454,16.087272727272726,0,1,0.14075613406516857,0
P0000776,2024-10-09,2026-09-08,1567,1897.38,72.65,123.21,23578,30,Female,Asia,RPG,Hard,18.16,42,15,86,31,High,2,699,1,0.0786279514996809,15.046585832801531,0,1,0.1728427306524743,0
P0000777,2024-04-12,2026-09-06,1667,1600.32,57.6,301.32,30110,18,Female,Asia,Puzzle,Hard,12.48,50,13,78,54,Medium,4,877,1,0.1807558488302339,18.062387522495506,0,1,0.15996776015738678,0
P0000778,2023-11-21,2026-08-28,1290,1168.1,54.33,123.91,13003,32,Female,Africa,RPG,Easy,7.24,31,8,86,72,Low,13,1011,1,0.0960542635658914,10.07984496124031,0,1,0.11681510321513638,0
P0000779,2025-10-30,2026-09-08,253,283.95,67.34,34.76,5117,29,Female,Oceania,Action,Hard,5.61,2,5,68,55,Low,2,313,1,0.137391304347826,20.225296442687743,0,1,0.13637969857833726,0
P0000780,2026-07-18,2026-09-05,98,154.37,94.51,16.4,1210,16,Male,Europe,Action,Medium,22.05,4,14,58,30,High,5,49,1,0.1673469387755101,12.346938775510203,0,1,0.1361388923347614,0
P0000781,2023-10-27,2026-08-17,2473,2594.59,62.95,596.28,37185,28,Prefer not to say,Oceania,RPG,Medium,15.74,73,15,88,17,Medium,24,1025,1,0.2411160533764658,15.036393044884756,1,1,0.06320255315098644,0
P0000782,2024-01-31,2026-08-31,1621,1710.97,63.33,446.06,21160,27,Female,Europe,Action,Medium,14.78,59,14,91,28,Medium,10,943,1,0.2751758173966687,13.053670573719923,0,1,0.13437287335753284,0
P0000783,2025-11-26,2026-09-01,353,317.82,54.02,106.61,9224,44,Female,Europe,Action,Medium,8.1,9,9,72,37,Medium,9,279,1,0.3020113314447592,26.13031161473088,0,1,0.1996212969024353,0
P0000784,2026-04-03,2026-08-25,204,240.14,70.63,21.31,3085,36,Male,South America,RPG,Easy,12.95,5,11,68,20,Low,16,144,1,0.1044607843137254,15.122549019607844,1,1,0.17751057165964512,0
P0000785,2025-01-27,2026-09-05,400,290.8,43.62,13.4,3634,28,Male,Europe,Sports,Medium,2.91,5,4,69,29,Low,5,586,1,0.0335,9.085,0,1,0.1483671322001623,0
P0000786,2025-12-14,2026-09-09,596,733.58,73.85,90.13,14343,30,Female,Europe,Action,Medium,19.69,21,16,72,18,High,1,269,1,0.1512248322147651,24.065436241610737,0,1,0.14041508517574575,0
P0000787,2024-12-26,2026-09-06,458,241.21,31.6,46.16,4169,28,Male,Asia,Sports,Easy,2.63,5,5,72,42,Low,4,619,1,0.1007860262008733,9.102620087336245,0,1,0.1410293831606888,0
P0000788,2026-05-11,2026-09-09,138,98.19,42.69,5.25,2939,26,Non-binary,Middle East,Sports,Medium,4.98,1,7,52,40,Low,1,121,1,0.0380434782608695,21.297101449275363,0,1,0.1626315569371098,0
P0000789,2023-11-28,2026-09-03,1529,1794.79,70.43,155.21,12342,18,Non-binary,North America,Simulation,Medium,12.91,38,11,84,72,Medium,7,1010,1,0.1015107913669064,8.071942446043165,0,1,0.14928642909693202,0
P0000790,2025-06-09,2026-07-30,574,462.93,48.39,185.38,14981,27,Female,Asia,Sports,Medium,8.06,16,10,67,41,Low,42,416,1,0.3229616724738676,26.0993031358885,1,1,0.18107622380398097,0
P0000791,2026-03-28,2026-09-07,281,476.44,101.73,81.13,2568,21,Male,Asia,Strategy,Medium,20.35,10,12,66,29,Medium,3,163,1,0.2887188612099644,9.138790035587188,0,1,0.16329104371442216,0
P0000792,2026-01-20,2026-09-05,266,295.75,66.71,1.26,7752,17,Female,Europe,Puzzle,Easy,7.78,1,7,64,37,Low,5,228,1,0.0047368421052631,29.142857142857142,0,1,0.1773087555753589,0
P0000793,2024-09-07,2026-08-16,1165,1561.88,80.44,111.32,21052,33,Male,Asia,Adventure,Hard,16.09,29,12,78,53,Medium,25,708,1,0.0955536480686695,18.07038626609442,1,1,0.1926059715686788,0
P0000794,2024-06-19,2026-09-10,604,349.72,34.74,157.19,12738,32,Female,Asia,RPG,Medium,3.47,10,6,63,44,Low,0,813,1,0.2602483443708609,21.08940397350993,0,1,0.14587249665634128,0
P0000795,2026-05-05,2026-08-23,124,99.8,48.29,13.66,2775,13,Female,South America,Action,Medium,7.24,2,9,59,45,Medium,18,110,1,0.1101612903225806,22.37903225806452,1,1,0.1791953755320807,0
P0000796,2024-06-02,2026-09-08,592,405.03,41.05,113.06,16037,27,Non-binary,Asia,RPG,Medium,3.42,16,5,70,37,Low,2,828,1,0.1909797297297297,27.089527027027028,0,1,0.14187125320206728,0
P0000797,2023-11-19,2026-09-10,1115,762.1,41.01,27.67,24574,37,Male,Middle East,Adventure,Easy,4.78,13,7,77,31,Low,0,1026,1,0.0248161434977578,22.039461883408077,0,1,0.13826408809842816,0
P0000798,2025-10-17,2026-09-10,772,1408.13,109.44,254.57,19359,38,Male,South America,Adventure,Hard,31.01,26,17,74,33,High,0,328,1,0.3297538860103627,25.07642487046632,0,1,0.12677314332298312,0
P0000799,2024-10-29,2026-09-04,1173,936.84,47.92,280.82,15321,37,Prefer not to say,North America,Adventure,Hard,9.58,38,12,88,34,Medium,6,675,1,0.2394032395566922,13.061381074168798,0,1,0.14820048990800794,0
P0000800,2024-04-14,2026-09-05,1493,2067.56,83.09,193.91,38920,28,Female,Asia,Puzzle,Medium,16.62,35,12,81,67,High,5,874,1,0.1298794373744139,26.06831882116544,0,1,0.1407862112666331,0
P0000801,2023-11-12,2026-08-19,1981,2639.35,79.94,219.9,35773,20,Female,Asia,Simulation,Medium,15.99,55,12,87,60,Medium,22,1011,1,0.1110045431600201,18.05805148914689,1,1,0.15924733014234377,0
