player_id,first_seen,last_seen,total_sessions,total_playtime_hours,avg_session_duration_minutes,total_revenue_usd,total_events,age,gender,location,game_genre,game_difficulty,play_time_hours_per_week,in_game_purchases,sessions_per_week,player_level,achievements_unlocked,engagement_level
P0000628,2025-08-19,2026-09-01,451,580.96,77.29,178.68,7249,40,Female,South America,RPG,Medium,10.31,7,8,69,26,Medium
P0000629,2025-06-29,2026-09-07,569,721.97,76.13,94.18,8603,19,Male,North America,RPG,Hard,11.42,11,9,71,57,Low
P0000630,2025-03-11,2026-09-07,377,551.87,87.83,71.14,7208,13,Male,North America,Simulation,Medium,8.78,9,6,72,36,Low
P0000631,2024-04-11,2026-09-02,1189,1312.06,66.21,94.49,23862,42,Female,North America,Strategy,Hard,12.14,25,11,81,57,Medium
P0000632,2025-06-03,2026-09-09,859,872.89,60.97,353.92,14669,51,Male,Europe,Strategy,Easy,11.18,29,11,82,37,Medium
P0000633,2025-06-09,2026-08-29,948,1409.04,89.18,189.07,22824,24,Male,North America,Strategy,Medium,22.3,37,15,74,35,High
P0000634,2024-08-12,2026-09-07,498,138.69,16.71,131.99,7025,13,Male,North America,RPG,Hard,1.39,10,5,56,43,Low
P0000635,2025-11-23,2026-09-04,718,774.12,64.69,127.07,13001,25,Female,Europe,Action,Medium,19.41,26,18,75,51,High
P0000636,2024-10-18,2026-09-07,743,536.82,43.35,31.24,10454,25,Prefer not to say,Middle East,Sports,Medium,6.5,14,9,68,38,Low
P0000637,2025-07-07,2026-09-04,499,572.85,68.88,94.42,11045,26,Male,Europe,Strategy,Medium,8.04,21,7,71,46,Low
P0000638,2025-03-29,2026-09-07,854,1004.45,70.57,88.07,8628,18,Male,North America,RPG,Hard,14.11,17,12,76,71,Medium
P0000639,2024-05-12,2026-08-14,1029,805.36,46.96,99.97,19605,33,Female,Asia,RPG,Medium,6.26,22,8,82,32,Low
P0000640,2026-07-07,2026-09-06,37,20.55,33.32,0.0,616,33,Male,North America,RPG,Hard,2.78,0,5,39,24,Low
P0000641,2024-09-21,2026-09-07,1033,832.43,48.35,366.51,25875,15,Prefer not to say,Asia,Simulation,Medium,7.25,21,9,78,29,Low
P0000642,2025-11-14,2026-09-10,369,329.27,53.54,4.95,5571,34,Female,Europe,Sports,Medium,8.03,3,9,76,33,Medium
P0000643,2026-08-17,2026-09-03,37,51.5,83.52,3.54,688,46,Male,Oceania,Simulation,Medium,19.49,1,14,44,21,Medium
P0000644,2025-09-21,2026-09-03,283,159.28,33.77,24.87,7397,30,Female,Africa,RPG,Medium,2.81,3,5,61,36,Low
P0000645,2024-05-07,2026-09-04,1859,3623.81,116.96,221.87,41002,25,Male,Asia,Strategy,Medium,29.24,73,15,88,31,High
P0000646,2024-06-26,2026-08-29,1496,2290.87,91.88,515.17,30004,27,Female,North America,Action,Easy,18.38,42,12,86,42,Medium
P0000647,2025-11-23,2026-09-02,395,543.65,82.58,28.77,5197,34,Male,Europe,RPG,Hard,16.52,9,12,69,53,Medium
P0000648,2025-06-25,2026-08-28,562,831.95,88.82,110.85,7942,13,Female,Europe,Adventure,Medium,13.32,15,9,75,59,Medium
P0000649,2024-01-29,2026-08-31,1202,917.93,45.82,91.61,8495,29,Female,South America,Action,Easy,6.87,32,9,80,49,Low
P0000650,2025-07-14,2026-09-02,335,365.15,65.4,49.49,4395,24,Female,North America,Action,Medium,6.54,7,6,66,33,Low
P0000651,2025-11-25,2026-09-05,482,683.88,85.13,35.38,6807,45,Female,Asia,Sports,Medium,19.86,19,14,74,40,High
P0000652,2025-05-02,2026-08-28,504,397.24,47.29,52.17,13144,26,Male,Europe,Sports,Medium,7.09,12,9,64,28,Medium
P0000653,2024-05-02,2026-09-06,967,780.05,48.4,68.35,11643,43,Female,Asia,Adventure,Hard,6.45,13,8,68,26,Low
P0000654,2025-05-17,2026-08-26,624,782.91,75.28,180.47,11892,18,Female,Europe,Action,Medium,12.55,17,10,73,19,Medium
P0000655,2025-02-16,2026-08-25,321,146.22,27.33,65.17,2911,33,Male,Europe,Adventure,Hard,2.28,6,5,52,16,Low
P0000656,2024-07-12,2026-09-06,1885,3012.54,95.89,403.74,43462,31,Male,Asia,Simulation,Medium,23.97,67,15,94,40,High
P0000657,2024-02-08,2026-08-29,2662,3538.69,79.76,852.67,69347,20,Male,Asia,Simulation,Medium,22.6,78,17,92,57,High
P0000658,2024-09-01,2026-08-31,260,142.0,32.77,19.48,4968,30,Male,North America,RPG,Medium,1.64,5,3,54,23,Low
P0000659,2025-06-14,2026-08-31,570,585.2,61.6,136.2,12032,39,Female,North America,Strategy,Easy,8.21,11,8,72,51,Low
P0000660,2024-05-24,2026-09-08,826,1095.55,79.58,226.68,24004,25,Male,South America,Action,Hard,10.61,20,8,78,30,Medium
P0000661,2024-05-06,2026-08-18,856,678.52,47.56,107.94,15484,13,Female,Asia,Adventure,Medium,6.34,15,8,67,61,Medium
P0000662,2026-01-15,2026-09-10,375,594.44,95.11,107.11,6792,28,Non-binary,Asia,Action,Easy,20.61,11,13,70,31,High
P0000663,2024-08-05,2026-08-28,222,130.94,35.39,0.0,1364,20,Male,Asia,Action,Medium,1.18,0,2,54,32,Low
P0000664,2024-06-16,2026-09-01,1323,1524.98,69.16,180.89,25227,25,Female,Asia,Strategy,Easy,13.83,29,12,86,61,Medium
P0000665,2025-10-05,2026-08-16,466,190.13,24.48,106.61,3294,27,Male,Asia,Adventure,Easy,3.67,9,9,51,23,Low
P0000666,2025-10-11,2026-09-06,835,1351.73,97.13,243.25,25110,13,Male,North America,Strategy,Easy,27.52,36,17,78,24,High
P0000667,2024-08-28,2026-09-10,1606,2212.8,82.67,268.3,11340,13,Male,Asia,RPG,Hard,23.42,54,17,91,44,High
P0000668,2026-08-27,2026-09-10,40,66.45,99.67,20.66,455,32,Male,Asia,Simulation,Easy,28.24,3,17,46,12,High
P0000669,2025-10-17,2026-09-04,843,1144.79,81.48,56.54,25371,23,Male,North America,Adventure,Medium,21.73,30,16,83,51,High
P0000670,2024-10-04,2026-09-07,634,576.09,54.52,77.59,14650,13,Male,Asia,Adventure,Medium,6.36,10,7,73,58,Low
P0000671,2025-04-23,2026-08-28,599,388.35,38.9,26.73,17433,35,Male,North America,RPG,Hard,5.83,9,9,71,53,Low
P0000672,2026-08-15,2026-08-31,50,78.02,93.62,6.99,525,30,Male,North America,Action,Hard,29.65,3,19,48,22,Medium
P0000673,2026-04-12,2026-08-29,238,249.5,62.9,21.7,4086,22,Female,South America,Action,Hard,11.53,4,11,54,36,Medium
P0000674,2026-05-13,2026-08-26,243,349.23,86.23,86.36,3432,16,Male,Oceania,Strategy,Medium,20.12,8,14,65,22,Medium
P0000675,2025-01-30,2026-08-31,1318,1745.03,79.44,229.33,17225,36,Female,North America,RPG,Medium,19.86,49,15,86,42,Medium
P0000676,2026-07-14,2026-08-25,66,76.26,69.33,13.1,1789,31,Female,Asia,Strategy,Hard,13.87,2,12,54,5,Medium
P0000677,2024-05-24,2026-09-06,1371,1323.47,57.92,424.84,24783,49,Female,North America,RPG,Easy,11.58,52,12,76,53,Medium
P0000678,2024-11-09,2026-08-12,881,1332.37,90.74,124.01,15930,32,Female,Asia,RPG,Easy,15.12,19,10,79,53,Medium
P0000679,2025-02-28,2026-08-01,1353,3000.73,133.07,381.97,39355,31,Female,Europe,Simulation,Hard,42.14,52,19,87,66,High
P0000680,2026-01-15,2026-09-09,395,596.12,90.55,79.51,8346,26,Female,South America,Action,Easy,19.62,16,13,80,35,High
P0000681,2026-02-07,2026-09-09,431,659.14,91.76,45.67,7395,35,Non-binary,Europe,Puzzle,Medium,21.41,12,14,72,56,Medium
P0000682,2024-04-04,2026-07-25,359,289.89,48.45,50.54,5077,34,Non-binary,Europe,Adventure,Easy,2.42,8,3,65,43,Low
P0000683,2024-10-30,2026-08-31,1192,1308.82,65.88,396.21,25096,39,Male,South America,Strategy,Easy,13.18,30,12,81,34,Medium
P0000684,2025-08-07,2026-08-31,792,860.24,65.17,76.99,5606,23,Female,North America,RPG,Hard,13.03,19,12,64,43,Medium
P0000685,2026-01-13,2026-09-01,406,655.76,96.91,95.66,6971,24,Female,North America,Puzzle,Easy,24.23,17,15,74,52,High
P0000686,2025-08-30,2026-08-27,292,152.28,31.29,14.52,4410,24,Male,Europe,Puzzle,Medium,2.61,3,5,56,27,Low
P0000687,2025-10-05,2026-09-10,280,272.67,58.43,23.24,6452,35,Female,Asia,RPG,Medium,5.84,1,6,57,11,Low
P0000688,2025-02-16,2026-09-08,819,813.95,59.63,215.63,15601,41,Female,North America,Action,Medium,11.93,19,12,85,21,Medium
P0000689,2025-11-15,2026-09-08,817,1152.65,84.65,114.79,22143,24,Female,Asia,Puzzle,Hard,23.98,27,17,86,57,High
P0000690,2024-05-11,2026-08-30,1224,981.04,48.09,33.79,8644,24,Male,Europe,Sports,Medium,8.02,30,10,78,46,Medium
P0000691,2026-06-26,2026-09-05,113,115.98,61.58,8.49,1287,31,Male,Asia,Simulation,Medium,12.32,1,12,54,43,Medium
P0000692,2024-08-04,2026-08-09,1150,1422.36,74.21,156.31,18486,26,Male,Oceania,Strategy,Medium,14.84,38,12,88,48,Medium
P0000693,2026-08-21,2026-08-28,6,4.83,48.31,0.0,202,37,Female,Europe,Adventure,Easy,4.83,0,6,26,22,Low
P0000694,2026-01-16,2026-09-06,632,710.79,67.48,101.81,7662,13,Female,Asia,RPG,Medium,17.99,26,16,72,52,High
P0000695,2023-11-17,2026-08-31,2527,4436.99,105.35,1834.88,65879,21,Female,Europe,RPG,Hard,35.12,122,20,94,55,High
P0000696,2024-05-23,2026-09-09,1445,2273.47,94.4,384.65,43422,21,Male,North America,Simulation,Hard,23.6,49,15,89,23,Medium
P0000697,2023-09-29,2026-09-09,900,761.55,50.77,32.27,27028,13,Male,South America,RPG,Easy,4.23,8,5,71,20,Low
P0000698,2025-02-25,2026-08-11,799,1109.41,83.31,160.52,20047,19,Female,Oceania,RPG,Hard,12.5,25,9,91,47,Medium
P0000699,2026-03-31,2026-09-10,361,404.8,67.28,85.56,9426,20,Female,South America,Sports,Hard,16.82,13,15,71,27,Medium
P0000700,2023-09-24,2026-09-10,1021,481.74,28.31,261.37,25595,26,Female,Africa,Sports,Hard,2.83,25,6,67,45,Low
P0000701,2024-05-27,2026-08-26,572,506.41,53.12,98.95,9190,38,Male,Europe,Puzzle,Hard,4.43,14,5,92,24,Low
P0000702,2025-02-14,2026-09-06,266,179.77,40.55,15.87,1624,26,Male,Asia,RPG,Hard,2.7,2,4,56,26,Low
P0000703,2024-05-18,2026-09-03,1712,2833.65,99.31,263.08,18966,19,Female,North America,Strategy,Easy,26.48,72,16,94,62,High
P0000704,2025-10-22,2026-09-09,477,590.13,74.23,33.14,6263,27,Female,Middle East,Strategy,Medium,11.13,4,9,69,58,Low
P0000705,2024-04-26,2026-08-15,1645,2983.48,108.82,59.62,49470,37,Male,Asia,RPG,Hard,23.58,52,13,87,68,High
P0000706,2024-05-26,2026-09-10,2024,3402.34,100.86,1126.98,16350,19,Female,Europe,Action,Medium,28.58,88,17,93,70,High
P0000707,2026-03-30,2026-08-27,155,112.81,43.67,4.15,2352,20,Female,South America,Sports,Medium,4.37,1,6,54,26,Low
P0000708,2026-07-27,2026-09-08,37,12.94,20.99,0.0,391,33,Female,Asia,RPG,Medium,2.1,0,6,30,21,Low
P0000709,2024-02-24,2026-09-08,961,148.63,9.28,76.7,24081,26,Male,Africa,Strategy,Easy,1.24,13,8,57,43,Low
P0000710,2024-07-04,2026-09-10,692,753.01,65.29,35.75,12523,34,Male,Asia,Action,Hard,7.62,21,7,79,46,Low
P0000711,2025-10-14,2026-09-08,699,1189.7,102.12,75.11,9876,28,Non-binary,Oceania,RPG,Medium,27.23,34,16,85,56,High
P0000712,2025-01-17,2026-09-07,714,703.65,59.13,160.66,7218,34,Non-binary,Asia,Action,Medium,7.88,17,8,90,61,Medium
P0000713,2026-07-27,2026-08-31,17,9.62,33.97,0.0,405,19,Non-binary,Asia,Sports,Easy,1.7,0,3,33,31,Low
P0000714,2026-02-18,2026-09-10,446,687.66,92.51,44.94,11187,28,Female,Asia,Strategy,Hard,20.04,16,13,72,21,Medium
P0000715,2026-05-24,2026-09-02,118,108.01,54.92,7.64,3335,26,Male,North America,Adventure,Medium,7.32,1,8,49,30,Low
P0000716,2026-08-01,2026-09-07,98,171.24,104.84,31.59,1887,17,Male,North America,RPG,Hard,34.95,4,20,62,21,High
P0000717,2026-04-01,2026-09-05,286,438.63,92.02,26.76,7167,14,Male,Middle East,Adventure,Medium,16.87,6,11,67,11,Medium
P0000718,2026-07-08,2026-09-07,81,82.74,61.29,22.23,2370,34,Non-binary,Africa,Adventure,Hard,8.17,2,8,46,19,Low
P0000719,2023-11-10,2026-09-10,1898,1981.2,62.63,143.68,39962,25,Male,Africa,Adventure,Medium,12.53,51,12,78,53,Medium
P0000720,2026-05-31,2026-09-06,267,466.72,104.88,39.56,6738,19,Female,North America,Adventure,Hard,27.97,10,16,68,53,High
P0000721,2026-04-07,2026-09-06,207,324.51,94.06,14.93,4811,27,Female,Europe,Action,Medium,15.68,4,10,57,46,Medium
P0000722,2025-03-18,2026-08-30,877,1135.13,77.66,499.99,15869,38,Prefer not to say,Oceania,Strategy,Easy,14.24,25,11,82,58,Medium
P0000723,2024-11-14,2026-08-25,1087,1602.78,88.47,65.67,28320,13,Non-binary,North America,Simulation,Medium,17.69,24,12,76,34,Medium
P0000724,2024-07-23,2026-09-09,1465,1296.04,53.08,326.72,16214,15,Female,Europe,RPG,Hard,10.62,35,12,84,64,Medium
P0000725,2026-05-14,2026-08-03,91,83.45,55.02,23.2,764,20,Female,Europe,Sports,Medium,8.25,2,9,57,34,Medium
P0000726,2026-04-05,2026-09-09,285,272.65,57.4,27.09,8323,41,Prefer not to say,Oceania,Sports,Medium,10.52,6,11,62,52,Medium
P0000727,2026-08-10,2026-09-04,94,161.38,103.01,20.89,2102,31,Male,Asia,Action,Easy,37.77,5,22,47,29,High
P0000728,2026-03-08,2026-08-30,80,55.07,41.3,58.11,2347,35,Male,Europe,Action,Hard,2.06,3,3,54,24,Low
P0000729,2026-02-02,2026-09-02,160,69.84,26.19,5.25,4015,18,Non-binary,Asia,Sports,Medium,2.62,1,6,48,14,Low
P0000730,2024-03-30,2026-09-01,2318,3491.68,90.38,785.74,65056,18,Female,North America,Sports,Medium,25.61,95,17,95,57,High
P0000731,2024-11-26,2026-09-05,1346,1909.3,85.11,279.77,36417,32,Female,Asia,Adventure,Medium,19.86,32,14,78,43,Medium
P0000732,2025-12-24,2026-08-23,279,327.08,70.34,30.43,6189,29,Male,Asia,Simulation,Medium,11.72,8,10,73,43,Low
P0000733,2026-04-22,2026-09-09,184,219.3,71.51,13.86,4617,33,Female,Asia,Action,Medium,11.92,5,10,49,12,Low
P0000734,2024-03-15,2026-09-06,856,406.46,28.49,34.79,16296,26,Non-binary,Europe,Action,Easy,3.8,11,8,60,21,Low
P0000735,2024-07-17,2026-08-18,1531,2657.31,104.14,97.24,41429,31,Female,Europe,RPG,Hard,24.3,47,14,95,45,High
P0000736,2026-05-17,2026-09-02,120,70.98,35.49,41.53,1584,29,Male,North America,RPG,Medium,5.32,4,9,42,20,Low
P0000737,2024-12-30,2026-09-03,408,225.42,33.15,10.35,2497,35,Female,Africa,Simulation,Medium,2.76,6,5,65,43,Low
P0000738,2024-03-05,2026-09-08,1831,1748.91,57.31,266.52,22056,35,Female,Europe,Sports,Medium,15.28,43,16,86,41,Medium
P0000739,2025-11-08,2026-09-04,458,583.19,76.4,238.69,6911,13,Female,Asia,Adventure,Medium,11.46,19,9,75,22,Medium
P0000740,2024-06-26,2026-08-24,1286,1421.46,66.32,35.55,19350,13,Male,Europe,RPG,Medium,14.37,34,13,87,26,Medium
P0000741,2025-07-04,2026-09-09,932,1310.39,84.36,47.31,8456,37,Female,Middle East,Strategy,Medium,22.5,20,16,75,48,High
P0000742,2026-03-21,2026-09-06,224,269.43,72.17,18.08,6756,39,Male,South America,RPG,Hard,13.23,6,11,72,30,Medium
P0000743,2025-10-26,2026-08-28,157,80.31,30.69,9.61,2231,19,Male,North America,Action,Easy,1.53,1,3,49,32,Low
P0000744,2025-08-27,2026-09-01,860,1290.57,90.04,321.05,12973,13,Male,Asia,Action,Hard,24.01,32,16,84,41,High
P0000745,2026-07-16,2026-09-09,138,228.23,99.23,12.22,2671,29,Female,Asia,RPG,Hard,31.42,3,19,70,46,High
P0000746,2025-09-01,2026-09-04,808,1183.32,87.87,309.68,18671,36,Female,South America,RPG,Hard,20.5,26,14,80,61,Medium
P0000747,2023-10-17,2026-09-09,738,538.86,43.81,62.65,8185,44,Male,Middle East,Action,Easy,4.38,11,6,83,56,Low
P0000748,2026-04-05,2026-09-06,212,240.58,68.09,32.86,2151,33,Male,Asia,Simulation,Medium,10.21,5,9,51,26,Medium
P0000749,2026-08-15,2026-08-22,10,14.56,87.33,0.0,128,25,Male,Oceania,Sports,Hard,13.1,0,9,41,28,Low
P0000750,2025-07-15,2026-09-10,149,120.86,48.67,10.65,3300,20,Male,Asia,Action,Hard,2.43,1,3,52,21,Low
P0000751,2023-10-22,2026-08-10,1832,3806.59,124.67,592.26,36756,28,Female,Europe,Simulation,Easy,27.01,67,13,86,49,High
P0000752,2024-08-24,2026-09-10,883,540.98,36.76,128.03,18626,25,Male,Asia,Action,Hard,6.13,20,10,85,63,Low
P0000753,2025-02-18,2026-08-18,1570,2864.99,109.49,114.4,18971,19,Male,Asia,RPG,Hard,31.02,61,17,82,70,High
P0000754,2024-06-28,2026-09-04,1267,1589.03,75.25,359.63,10221,46,Prefer not to say,North America,Sports,Hard,12.54,37,10,77,48,Medium
P0000755,2026-08-17,2026-09-05,14,12.19,52.25,0.0,164,44,Male,Asia,RPG,Medium,4.35,0,5,35,10,Low
P0000756,2026-01-20,2026-09-08,31,14.33,27.74,0.0,697,38,Female,North America,Simulation,Medium,0.46,0,1,36,15,Low
P0000757,2024-02-28,2026-09-04,1558,2755.06,106.1,782.13,37501,20,Female,North America,RPG,Medium,22.99,62,13,87,47,High
P0000758,2024-07-08,2026-08-30,1690,2569.64,91.23,514.25,11934,36,Female,Oceania,Action,Medium,22.81,60,15,81,44,Medium
P0000759,2025-04-16,2026-09-03,685,597.89,52.37,123.7,9645,34,Female,North America,RPG,Hard,6.98,20,8,70,35,Low
P0000760,2025-11-12,2026-08-28,336,453.1,80.91,60.88,8771,32,Male,South America,Strategy,Medium,10.79,6,8,67,29,Low
P0000761,2025-12-24,2026-09-08,169,67.26,23.88,6.81,1196,39,Female,Europe,Action,Easy,1.59,2,4,42,11,Low
P0000762,2026-07-13,2026-09-04,74,97.47,79.03,28.54,2162,34,Female,Asia,RPG,Hard,15.81,4,12,49,12,Medium
P0000763,2024-01-16,2026-09-09,1177,1479.69,75.43,248.39,16554,35,Male,Africa,Action,Medium,11.31,31,9,88,45,Medium
P0000764,2026-01-29,2026-09-01,253,243.09,57.65,84.5,7107,34,Female,South America,RPG,Easy,8.65,6,9,65,17,Medium
P0000765,2024-03-30,2026-08-17,501,376.17,45.05,35.41,4056,31,Female,South America,Sports,Hard,3.75,9,5,70,39,Low
P0000766,2025-08-22,2026-08-25,381,334.39,52.66,25.42,10321,13,Female,Europe,Adventure,Hard,7.02,8,8,63,26,Low
P0000767,2023-12-18,2026-08-15,626,492.24,47.18,88.94,3820,29,Female,Europe,Adventure,Hard,3.93,9,5,64,55,Low
P0000768,2026-07-20,2026-08-29,37,21.71,35.2,4.76,633,23,Male,Asia,Sports,Medium,4.11,1,7,44,40,Low
P0000769,2025-02-14,2026-09-06,65,57.34,52.93,8.58,546,16,Female,Asia,Adventure,Medium,0.88,3,1,42,23,Low
P0000770,2026-05-16,2026-08-26,50,31.17,37.4,7.32,667,43,Non-binary,South America,RPG,Easy,2.49,1,4,33,16,Low
P0000771,2026-08-26,2026-09-10,8,5.67,42.56,29.17,243,44,Female,Asia,Simulation,Easy,2.84,1,4,24,10,Low
P0000772,2025-08-07,2026-08-31,231,247.86,64.38,17.08,5110,40,Male,North America,Simulation,Medium,4.29,2,4,62,26,Low
P0000773,2024-10-07,2026-08-09,1170,1344.33,68.94,105.44,10588,30,Female,Europe,Adventure,Medium,14.94,38,13,77,20,Medium
P0000774,2023-12-01,2026-09-09,2212,2729.98,74.05,287.61,13377,40,Female,Africa,Simulation,Medium,18.51,75,15,83,30,Medium
P0000775,2026-03-17,2026-09-02,275,318.77,69.55,38.79,4424,28,Male,Asia,Adventure,Easy,13.91,12,12,59,12,Medium
P0000776,2024-10-09,2026-09-08,1567,1897.38,72.65,123.21,23578,30,Female,Asia,RPG,Hard,18.16,42,15,86,31,High
P0000777,2024-04-12,2026-09-06,1667,1600.32,57.6,301.32,30110,18,Female,Asia,Puzzle,Hard,12.48,50,13,78,54,Medium
P0000778,2023-11-21,2026-08-28,1290,1168.1,54.33,123.91,13003,32,Female,Africa,RPG,Easy,7.24,31,8,86,72,Low
P0000779,2025-10-30,2026-09-08,253,283.95,67.34,34.76,5117,29,Female,Oceania,Action,Hard,5.61,2,5,68,55,Low
P0000780,2026-07-18,2026-09-05,98,154.37,94.51,16.4,1210,16,Male,Europe,Action,Medium,22.05,4,14,58,30,High
P0000781,2023-10-27,2026-08-17,2473,2594.59,62.95,596.28,37185,28,Prefer not to say,Oceania,RPG,Medium,15.74,73,15,88,17,Medium
P0000782,2024-01-31,2026-08-31,1621,1710.97,63.33,446.06,21160,27,Female,Europe,Action,Medium,14.78,59,14,91,28,Medium
P0000783,2025-11-26,2026-09-01,353,317.82,54.02,106.61,9224,44,Female,Europe,Action,Medium,8.1,9,9,72,37,Medium
P0000784,2026-04-03,2026-08-25,204,240.14,70.63,21.31,3085,36,Male,South America,RPG,Easy,12.95,5,11,68,20,Low
P0000785,2025-01-27,2026-09-05,400,290.8,43.62,13.4,3634,28,Male,Europe,Sports,Medium,2.91,5,4,69,29,Low
P0000786,2025-12-14,2026-09-09,596,733.58,73.85,90.13,14343,30,Female,Europe,Action,Medium,19.69,21,16,72,18,High
P0000787,2024-12-26,2026-09-06,458,241.21,31.6,46.16,4169,28,Male,Asia,Sports,Easy,2.63,5,5,72,42,Low
P0000788,2026-05-11,2026-09-09,138,98.19,42.69,5.25,2939,26,Non-binary,Middle East,Sports,Medium,4.98,1,7,52,40,Low
P0000789,2023-11-28,2026-09-03,1529,1794.79,70.43,155.21,12342,18,Non-binary,North America,Simulation,Medium,12.91,38,11,84,72,Medium
P0000790,2025-06-09,2026-07-30,574,462.93,48.39,185.38,14981,27,Female,Asia,Sports,Medium,8.06,16,10,67,41,Low
P0000791,2026-03-28,2026-09-07,281,476.44,101.73,81.13,2568,21,Male,Asia,Strategy,Medium,20.35,10,12,66,29,Medium
P0000792,2026-01-20,2026-09-05,266,295.75,66.71,1.26,7752,17,Female,Europe,Puzzle,Easy,7.78,1,7,64,37,Low
P0000793,2024-09-07,2026-08-16,1165,1561.88,80.44,111.32,21052,33,Male,Asia,Adventure,Hard,16.09,29,12,78,53,Medium
P0000794,2024-06-19,2026-09-10,604,349.72,34.74,157.19,12738,32,Female,Asia,RPG,Medium,3.47,10,6,63,44,Low
P0000795,2026-05-05,2026-08-23,124,99.8,48.29,13.66,2775,13,Female,South America,Action,Medium,7.24,2,9,59,45,Medium
P0000796,2024-06-02,2026-09-08,592,405.03,41.05,113.06,16037,27,Non-binary,Asia,RPG,Medium,3.42,16,5,70,37,Low
P0000797,2023-11-19,2026-09-10,1115,762.1,41.01,27.67,24574,37,Male,Middle East,Adventure,Easy,4.78,13,7,77,31,Low
P0000798,2025-10-17,2026-09-10,772,1408.13,109.44,254.57,19359,38,Male,South America,Adventure,Hard,31.01,26,17,74,33,High
P0000799,2024-10-29,2026-09-04,1173,936.84,47.92,280.82,15321,37,Prefer not to say,North America,Adventure,Hard,9.58,38,12,88,34,Medium
P0000800,2024-04-14,2026-09-05,1493,2067.56,83.09,193.91,38920,28,Female,Asia,Puzzle,Medium,16.62,35,12,81,67,High
P0000801,2023-11-12,2026-08-19,1981,2639.35,79.94,219.9,35773,20,Female,Asia,Simulation,Medium,15.99,55,12,87,60,Medium
P0000802,2026-03-03,2026-09-07,297,428.57,86.58,49.88,2728,18,Female,North America,Action,Medium,18.76,6,13,68,49,High
P0000803,2024-01-09,2026-08-17,914,425.62,27.94,43.23,15601,31,Female,Asia,Action,Easy,2.79,13,6,69,50,Low
P0000804,2026-07-15,2026-08-31,92,146.97,95.85,29.55,2330,31,Male,Asia,Action,Hard,25.56,4,16,57,26,High
P0000805,2025-01-05,2026-09-07,1085,1064.93,58.89,154.23,30460,40,Female,North America,Action,Easy,12.76,40,13,75,40,Medium
P0000806,2026-03-02,2026-09-08,208,180.23,51.99,7.88,4194,38,Female,Europe,Action,Easy,6.07,2,7,54,32,Low
P0000807,2026-04-27,2026-08-24,103,77.95,45.41,0.0,638,27,Non-binary,Asia,RPG,Easy,4.54,0,6,47,20,Low
P0000808,2025-12-05,2026-09-10,526,1012.37,115.48,212.87,3752,17,Male,Europe,Adventure,Medium,30.79,19,16,64,51,High
P0000809,2026-03-11,2026-09-03,64,12.0,11.25,0.0,1877,25,Female,Oceania,Action,Hard,0.56,0,3,37,21,Low
P0000810,2026-07-04,2026-09-10,58,42.04,43.49,0.0,670,30,Male,North America,Adventure,Medium,3.62,0,5,55,32,Low
P0000811,2025-10-06,2026-09-02,223,168.55,45.35,31.79,1621,26,Female,Asia,Puzzle,Easy,3.78,4,5,67,56,Low
P0000812,2026-05-01,2026-08-21,277,483.69,104.77,85.46,2543,23,Female,Asia,Action,Easy,27.94,12,16,73,38,High
P0000813,2025-07-09,2026-09-06,451,628.17,83.57,271.49,13128,30,Female,Europe,Action,Medium,12.54,14,9,76,35,Medium
P0000814,2025-10-04,2026-09-06,398,497.23,74.96,45.15,6416,23,Male,Asia,RPG,Medium,8.75,9,7,71,39,Low
P0000815,2025-02-10,2026-09-06,1522,2316.48,91.32,962.8,9207,22,Male,North America,Adventure,Medium,25.87,50,17,88,25,High
P0000816,2024-02-17,2026-09-07,551,247.49,26.95,142.17,12732,31,Male,North America,Simulation,Easy,1.8,9,4,60,50,Low
P0000817,2026-03-29,2026-09-02,409,860.74,126.27,298.36,11126,24,Male,Asia,Action,Hard,35.78,22,17,73,61,High
P0000818,2024-02-14,2026-09-09,1253,1268.45,60.74,306.7,33876,30,Male,North America,Sports,Medium,11.14,27,11,69,18,Medium
P0000819,2025-01-21,2026-09-03,1089,1952.03,107.55,1059.72,24060,30,Female,South America,Adventure,Hard,19.72,48,11,85,54,Medium
P0000820,2023-09-17,2026-08-23,1833,1549.8,50.73,376.58,31246,18,Male,Asia,Strategy,Medium,8.46,49,10,81,36,Medium
P0000821,2025-06-12,2026-09-05,914,1241.97,81.53,186.41,20213,24,Male,North America,Sports,Medium,21.74,39,16,80,66,High
P0000822,2026-05-13,2026-09-09,180,228.42,76.14,18.99,4358,41,Female,Europe,RPG,Easy,12.69,4,10,64,34,Medium
P0000823,2026-01-12,2026-09-07,330,429.77,78.14,30.19,6328,18,Male,South America,Action,Hard,11.72,9,9,69,49,Medium
P0000824,2026-08-26,2026-09-01,6,3.43,34.31,0.0,71,13,Male,Europe,Adventure,Easy,3.43,0,6,18,17,Low
P0000825,2024-02-02,2026-07-18,1357,1640.61,72.54,382.92,31275,13,Non-binary,Asia,Action,Medium,10.88,30,9,79,34,Medium
P0000826,2024-12-24,2026-09-01,1478,2585.76,104.97,643.65,23757,28,Male,North America,Adventure,Medium,33.24,63,19,88,46,High
P0000827,2024-01-16,2026-08-12,1245,1262.64,60.85,117.74,31216,28,Male,Africa,Simulation,Medium,10.14,38,10,81,53,Medium
